frame,patient,None,therapist
710,0.00824874,NA,0.00376868
711,0.00964282,NA,0.00242582
712,0.0104028,NA,0.00199264
713,0.00975858,NA,0.00355209
714,0.00526933,NA,0.00207927
715,0.00406146,NA,0.00203595
716,0.00351289,NA,0.00294564
717,0.00301967,NA,0.00454841
718,0.00394067,NA,0.001906
719,0.00556123,NA,0.00307559
720,0.00540018,NA,0.00242582
721,0.00508312,NA,0.00199264
722,0.00618026,NA,0.00307559
723,0.00729251,NA,0.00402859
724,0.010594,NA,0.00177605
725,0.0127481,NA,0.00242582
726,0.0117868,NA,0.00233918
727,0.0100605,NA,0.00181936
728,0.00861613,NA,0.00398527
729,0.004912,NA,0.00454841
730,0.00262712,NA,0.00186268
731,0.00382995,NA,0.00298895
732,0.00581287,NA,0.00207927
733,0.00688485,NA,0.00125623
734,0.00792161,NA,0.00329218
735,0.00877718,NA,0.003812
736,0.0101008,NA,0.00259909
737,0.0104229,NA,0.00350877
738,0.00898353,NA,0.00294564
739,0.00822861,NA,0.00134286
740,0.00987936,NA,0.00420186
741,0.0111627,NA,0.00485164
742,0.00975858,NA,0.00320554
743,0.00947674,NA,0.00277236
744,0.00841986,NA,0.00268573
745,0.00575751,NA,0.00168941
746,0.00366387,NA,0.00420186
747,0.00130349,NA,0.00272904
748,0.00161553,NA,0.0014295
749,0.00438859,NA,0.00320554
750,0.00587326,NA,0.00272904
751,0.00659295,NA,0.001906
752,0.00795181,NA,0.00420186
753,0.00744349,NA,0.00554473
754,0.00687982,NA,0.00233918
755,0.00639164,NA,0.00441845
756,0.00803233,NA,0.00168941
757,0.0121844,NA,0.0023825
758,0.0103323,NA,0.00398527
759,0.00680936,NA,0.00376868
760,0.00421748,NA,0.00160277
761,0.00270764,NA,0.00324886
762,0.000593869,NA,0.00307559
763,0.000981394,NA,0.00207927
764,0.00325118,NA,0.00363873
765,0.00430807,NA,0.00272904
766,0.00509821,NA,0.00168941
767,0.00723212,NA,0.00355209
768,0.00786625,NA,0.00277236
769,0.0092704,NA,0.00268573
770,0.00948177,NA,0.00420186
771,0.00864633,NA,0.00454841
772,0.00730258,NA,0.00199264
773,0.00563672,NA,0.0023825
774,0.00217416,NA,0.00233918
775,0.000855574,NA,0.00246914
776,0.0015199,NA,0.00268573
777,0.00326125,NA,0.0042885
778,0.00469559,NA,0.00181936
779,0.00788135,NA,0.00307559
780,0.009824,NA,0.00251245
781,0.0116106,NA,0.00216591
782,0.0135483,NA,0.00303227
783,0.0134325,NA,0.00467836
784,0.0125971,NA,0.00220923
785,0.0115754,NA,0.00446177
786,0.0100656,NA,0.00272904
787,0.00751395,NA,0.00680095
788,0.00413192,NA,0.00723413
789,0.00233018,NA,0.00463504
790,0.00205338,NA,0.00103964
791,0.00291902,NA,0.00363873
792,0.00429297,NA,0.00290232
793,0.00530959,NA,0.00186268
794,0.00652249,NA,0.004765
795,0.00622556,NA,0.0042885
796,0.0079669,NA,0.00212259
797,0.00986427,NA,0.00385532
798,0.00848528,NA,0.00359541
799,0.00441376,NA,0.00199264
800,0.00454461,NA,0.00350877
801,0.0025013,NA,0.00407191
802,0.00190239,NA,0.0014295
803,0.00468553,NA,0.00493827
804,0.00542031,NA,0.00164609
805,0.00643694,NA,0.00134286
806,0.00766997,NA,0.00329218
807,0.00942138,NA,0.00355209
808,0.00890804,NA,0.00225254
809,0.00970322,NA,0.00272904
810,0.00863123,NA,0.00216591
811,0.00633628,NA,0.00264241
812,0.0058481,NA,0.00303227
813,0.00584307,NA,0.00394195
814,0.00623563,NA,0.0023825
815,0.00751395,NA,0.00359541
816,0.00504285,NA,0.00259909
817,0.00375446,NA,0.00259909
818,0.00351289,NA,0.003812
819,0.00248116,NA,0.00415854
820,0.00305994,NA,0.00177605
821,0.00474089,NA,0.00268573
822,0.00695028,NA,0.00203595
823,0.00753408,NA,0.00173273
824,0.00850038,NA,0.00433182
825,0.00962772,NA,0.00329218
826,0.00992466,NA,0.00259909
