,Interval,Time_min,video,SSI_pa_th
42,43,7.0,F1044F.VOB,0.0162169560252
43,44,7.16666666667,F1044F.VOB,0.00418021108189
44,45,7.33333333333,F1044F.VOB,0.0725421897868
45,46,7.5,F1044F.VOB,0.0991018986319
46,47,7.66666666667,F1044F.VOB,0.0201981681331
47,48,7.83333333333,F1044F.VOB,0.00171932759687
48,49,8.0,F1044F.VOB,0.0576062939677
49,50,8.16666666667,F1044F.VOB,0.0305183464037
50,51,8.33333333333,F1044F.VOB,0.00582664905762
51,52,8.5,F1044F.VOB,0.0180126379242
52,53,8.66666666667,F1044F.VOB,0.0410710535531
53,54,8.83333333333,F1044F.VOB,0.0236508573808
54,55,9.0,F1044F.VOB,0.030413973478
55,56,9.16666666667,F1044F.VOB,0.067747437251
56,57,9.33333333333,F1044F.VOB,0.00401512305422
57,58,9.5,F1044F.VOB,0.0980307840432
58,59,9.66666666667,F1044F.VOB,0.00518559977929
59,60,9.83333333333,F1044F.VOB,0.0114107921743
60,61,10.0,F1044F.VOB,0.404691254015
61,62,10.1666666667,F1044F.VOB,0.0240655305306
62,63,10.3333333333,F1044F.VOB,0.0179720108294
63,64,10.5,F1044F.VOB,0.00529167651139
64,65,10.6666666667,F1044F.VOB,2.79929617358e-05
65,66,10.8333333333,F1044F.VOB,0.0253146238026
66,67,11.0,F1044F.VOB,0.0555354976717
67,68,11.1666666667,F1044F.VOB,0.0119908010053
68,69,11.3333333333,F1044F.VOB,0.00273447539179
69,70,11.5,F1044F.VOB,0.0113915026648
70,71,11.6666666667,F1044F.VOB,0.00491990645151
71,72,11.8333333333,F1044F.VOB,0.00302302412831
72,73,12.0,F1044F.VOB,0.0186002581517
73,74,12.1666666667,F1044F.VOB,8.74301891536e-05
74,75,12.3333333333,F1044F.VOB,0.00158709334311
75,76,12.5,F1044F.VOB,0.0003974522657
76,77,12.6666666667,F1044F.VOB,0.00339940057266
77,78,12.8333333333,F1044F.VOB,0.00322460342516
78,79,13.0,F1044F.VOB,0.00392325179289
79,80,13.1666666667,F1044F.VOB,0.00301903934962
80,81,13.3333333333,F1044F.VOB,0.0119238985003
81,82,13.5,F1044F.VOB,0.00149901990876
82,83,13.6666666667,F1044F.VOB,0.0142544348541
83,84,13.8333333333,F1044F.VOB,0.00152921011309
84,85,14.0,F1044F.VOB,0.0020444175693
85,86,14.1666666667,F1044F.VOB,0.00172276252645
86,87,14.3333333333,F1044F.VOB,0.00175058736693
87,88,14.5,F1044F.VOB,0.00535446782467
88,89,14.6666666667,F1044F.VOB,0.0308502097754
89,90,14.8333333333,F1044F.VOB,0.00350518991992
90,91,15.0,F1044F.VOB,0.102214546427
91,92,15.1666666667,F1044F.VOB,0.000862202608633
92,93,15.3333333333,F1044F.VOB,0.0879516926069
93,94,15.5,F1044F.VOB,1.6110431581e-06
94,95,15.6666666667,F1044F.VOB,0.000123695367244
95,96,15.8333333333,F1044F.VOB,0.00108403683741
96,97,16.0,F1044F.VOB,0.00866957020757
97,98,16.1666666667,F1044F.VOB,0.000895363401294
98,99,16.3333333333,F1044F.VOB,0.00260128353067
99,100,16.5,F1044F.VOB,0.0205229895294
100,101,16.6666666667,F1044F.VOB,0.0185381515872
101,102,16.8333333333,F1044F.VOB,0.000397499282472
102,103,17.0,F1044F.VOB,0.00175171696471
103,104,17.1666666667,F1044F.VOB,0.00210282585718
104,105,17.3333333333,F1044F.VOB,0.00517211690679
105,106,17.5,F1044F.VOB,0.000503275660478
106,107,17.6666666667,F1044F.VOB,0.0145678483596
107,108,17.8333333333,F1044F.VOB,0.0907145099206
108,109,18.0,F1044F.VOB,0.0499883859106
109,110,18.1666666667,F1044F.VOB,0.0392842350862
110,111,18.3333333333,F1044F.VOB,0.00922366055317
111,112,18.5,F1044F.VOB,0.000475762305298
112,113,18.6666666667,F1044F.VOB,0.0746468511043
113,114,18.8333333333,F1044F.VOB,0.0122715466735
114,115,19.0,F1044F.VOB,0.00731838003865
115,116,19.1666666667,F1044F.VOB,0.241186839784
116,117,19.3333333333,F1044F.VOB,0.00994945876303
117,118,19.5,F1044F.VOB,0.0198161197459
118,119,19.6666666667,F1044F.VOB,0.00254248071555
119,120,19.8333333333,F1044F.VOB,0.00010357560486
120,121,20.0,F1044F.VOB,0.0299967548057
121,122,20.1666666667,F1044F.VOB,0.00258147490523
122,123,20.3333333333,F1044F.VOB,0.000265974134264
123,124,20.5,F1044F.VOB,0.0004312645217
124,125,20.6666666667,F1044F.VOB,0.00442921174136
125,126,20.8333333333,F1044F.VOB,0.0411586504412
126,127,21.0,F1044F.VOB,0.017243729715
127,128,21.1666666667,F1044F.VOB,0.000976712768993
128,129,21.3333333333,F1044F.VOB,0.024192510589
129,130,21.5,F1044F.VOB,0.00586351069348
